GROUP-ID,UID,GROUP-TYPE,GROUP-NAME,LEAD-RSC-NAME,NUM-SCHLS,NUM-PUPS,APS,PERC-DISADV,PERC-SEN,PERC-EAL,NUM-SCHLS-PROG-TOTAL,NUM-SCHLS-PROG-CONVTR,NUM-SCHLS-PROG-SPONSRD,NUM-SCHLS-PROG-FREE-UTC-STUD,NUM-SCHLS-PROG-OPEN-1-YRS,NUM-SCHLS-PROG-OPEN-2-YRS,NUM-SCHLS-PROG-OPEN-3-YRS,NUM-SCHLS-PROG-OPEN-4-YRS,NUM-SCHLS-PROG-OPEN-5PLUS-YRS,MAT-PROG-READ-DESC,MAT-PROG-READ-SCORE,MAT-PROG-READ-CI-LOWER,MAT-PROG-READ-CI-UPPER,MAT-DIS-PROG-READ-DESC,MAT-DIS-PROG-READ-SCORE,MAT-DIS-PROG-READ-CI-LOWER,MAT-DIS-PROG-READ-CI-UPPER,MAT-PROG-WRITE-DESC,MAT-PROG-WRITE-SCORE,MAT-PROG-WRITE-CI-LOWER,MAT-PROG-WRITE-CI-UPPER,MAT-DIS-PROG-WRITE-DESC,MAT-DIS-PROG-WRITE-SCORE,MAT-DIS-PROG-WRITE-CI-LOWER,MAT-DIS-PROG-WRITE-CI-UPPER,MAT-PROG-MATH-DESC,MAT-PROG-MATH-SCORE,MAT-PROG-MATH-CI-LOWER,MAT-PROG-MATH-CI-UPPER,MAT-DIS-PROG-MATH-DESC,MAT-DIS-PROG-MATH-SCORE,MAT-DIS-PROG-MATH-CI-LOWER,MAT-DIS-PROG-MATH-CI-UPPER,SCHOOL-URNS
TR00667,2932,Multi-academy trust,Discovery Schools Academies Trust Ltd,East Midlands and Humber,5,265,16.2,35.1,2.6,4.5,5,3,2,0,0,0,2,1,2,Significantly below average,-1.9,-2.7,-1.1,Significantly below average,-4.5,-5.9,-3.1,Close to average,-0.5,-1.2,0.2,Significantly below average,-2.5,-3.8,-1.1,Significantly below average,-1.3,-2,-0.6,Significantly below average,-3.6,-4.8,-2.3,138348;138358;140101;140851;141137
TR00699,2974,Multi-academy trust,E-ACT,National Lead,12,465,15,61.7,0.6,35.1,12,1,11,0,0,0,0,4,8,Significantly below average,-0.8,-1.4,-0.2,Close to average,-1.3,-2.1,-0.5,Significantly above average,1.7,1.1,2.2,Significantly above average,1.3,0.5,2.1,Close to average,-0.2,-0.7,0.4,Close to average,-0.5,-1.2,0.2,137068;137689;137700;138073;138396;138452;138583;138709;138998;139014;139679;139932
TR00725,3012,Multi-academy trust,Education Central Multi Academy Trust,West Midlands,9,379,15.4,58.8,1.6,18.2,9,6,3,0,0,0,3,6,0,Significantly below average,-0.6,-1.3,0,Close to average,-1,-1.9,-0.1,Close to average,-0.5,-1.1,0.1,Close to average,-1,-1.9,-0.1,Close to average,-0.3,-0.9,0.2,Close to average,-0.6,-1.4,0.2,139002;139011;139484;139610;139637;139860;140889;140890;141278
TR01237,3643,Multi-academy trust,Education South West,South West,4,74,16.1,33.8,2.7,0,4,3,1,0,0,0,4,0,0,Close to average,0.5,-1,1.9,Close to average,-0.3,-3,2.3,Close to average,-0.1,-1.5,1.3,Close to average,-2.2,-4.7,0.4,Close to average,0.5,-0.8,1.8,Close to average,-1.3,-3.7,1.1,136200;141284;141286;141287
TR00741,3033,Multi-academy trust,EMLC Academy Trust,North West London and South Central,4,210,14.9,36.7,1,46.7,4,0,4,0,0,0,3,0,1,Close to average,-0.1,-1,0.8,Close to average,-0.2,-1.7,1.4,Significantly above average,1.7,0.9,2.6,Significantly above average,1.9,0.4,3.4,Close to average,0.8,0,1.6,Close to average,0.5,-1,1.9,138605;140362;140370;140628
TR02377,5196,Multi-academy trust,Enhance Academy Trust,Lancashire and West Yorkshire,4,160,13.8,54.4,1.3,22.5,4,0,4,0,0,0,0,4,0,Significantly below average,-2.2,-3.2,-1.2,Significantly below average,-3,-4.4,-1.6,Significantly above average,1.7,0.7,2.6,Significantly above average,1.3,-0.1,2.8,Significantly below average,-1,-1.9,-0.1,Significantly below average,-1.9,-3.2,-0.6,138979;139279;139280;139573
TR00745,3042,Multi-academy trust,The Enquire Learning Trust,North,9,356,15.1,46.6,0.8,3.7,9,6,3,0,0,0,7,2,0,Significantly below average,-0.7,-1.4,-0.1,Close to average,-1,-2,0,Significantly above average,2.5,1.9,3.1,Significantly above average,2.4,1.4,3.4,Close to average,-0.2,-0.8,0.4,Close to average,-0.8,-1.8,0.1,137996;139392;139981;140581;140801;140847;140849;141289;141301
TR00773,3083,Multi-academy trust,Faringdon Academy of Schools,North West London and South Central,6,161,16.6,23,1.2,6.2,6,6,0,0,0,0,5,0,1,Close to average,-0.2,-1.2,0.8,Close to average,-0.7,-2.8,1.4,Close to average,0.7,-0.2,1.7,Close to average,0,-2.1,2.1,Close to average,0.6,-0.3,1.5,Close to average,0.9,-1,2.9,138009;140278;140283;140293;140301;140307
TR00793,3104,Multi-academy trust,The First Federation Trust,South West,6,108,15.7,10.2,2.8,0.9,6,6,0,0,0,0,0,0,6,Significantly above average,3.5,2.3,4.7,Close to average,2.9,-1.2,7,Significantly above average,2.4,1.3,3.5,Close to average,-0.5,-4.3,3.4,Significantly above average,2.2,1.1,3.2,Close to average,1.1,-2.6,4.9,137642;137662;137664;137665;137666;138631
TR00801,3112,Multi-academy trust,Focus Academy Trust (UK) Ltd,Lancashire and West Yorkshire,8,350,14.9,39.7,1.1,49.1,8,6,2,0,0,0,2,6,0,Significantly below average,-0.8,-1.5,-0.2,Close to average,-0.9,-2,0.2,Close to average,0,-0.6,0.6,Close to average,-0.6,-1.7,0.5,Significantly above average,1,0.4,1.6,Significantly above average,0.6,-0.4,1.7,139356;139357;139358;139379;139704;140100;140234;140738
TR01290,3705,Multi-academy trust,LDBS Frays Academy Trust,North West London and South Central,3,154,15.4,43.5,3.2,39,3,2,1,0,0,0,0,3,0,Significantly above average,1.2,0.2,2.3,Significantly above average,2.1,0.5,3.7,Significantly above average,3.2,2.2,4.2,Significantly above average,2.9,1.4,4.5,Significantly above average,1.6,0.6,2.5,Close to average,0.5,-1,1.9,139275;139302;139306
TR00842,3163,Multi-academy trust,Gateway Learning Community,East of England and North East London,3,231,15.2,54.5,3.9,19.9,3,1,1,1,0,0,0,1,2,Significantly below average,-3.3,-4.1,-2.5,Significantly below average,-4.1,-5.2,-2.9,Close to average,0,-0.8,0.8,Close to average,-1.2,-2.3,0,Significantly below average,-1,-1.7,-0.2,Significantly below average,-1.9,-3,-0.8,138048;138334;138962
TR00860,3190,Multi-academy trust,GLF Schools,South East and South London,6,296,16.7,27.4,1.7,9.5,6,1,5,0,0,0,3,2,1,Significantly below average,-2.5,-3.2,-1.8,Significantly below average,-2.7,-4.2,-1.2,Significantly below average,-0.9,-1.6,-0.2,Close to average,0.2,-1.3,1.6,Significantly below average,-2.5,-3.1,-1.8,Significantly below average,-3,-4.3,-1.7,138764;139915;139916;140349;140350;140880
TR00227,3188,Multi-academy trust,Gloucestershire Learning Alliance,South West,3,160,14.7,33.8,3.1,8.8,3,3,0,0,0,0,0,0,3,Significantly above average,2.3,1.3,3.2,Significantly above average,2.9,1.2,4.7,Close to average,0.7,-0.2,1.7,Close to average,0.3,-1.4,2.1,Significantly above average,2.1,1.2,2.9,Significantly above average,2.4,0.8,4,137194;137255;137271
TR00914,3252,Multi-academy trust,Greenwood Academies Trust,East Midlands and Humber,14,700,14.8,45.9,0.9,27.7,14,0,14,0,0,0,4,5,5,Significantly below average,-1.1,-1.6,-0.6,Significantly below average,-1.6,-2.3,-0.8,Close to average,-0.3,-0.8,0.2,Close to average,-0.9,-1.6,-0.1,Close to average,-0.1,-0.6,0.3,Close to average,-0.6,-1.3,0,135881;138442;138444;138445;138553;138570;139112;139113;139325;139941;140043;140327;140377;141124
SP00251,3278,School sponsor,The Haberdashers' Livery Company,South East and South London,3,189,16.1,49.7,1.6,27.5,3,0,3,0,0,0,0,0,3,Significantly below average,-3.4,-4.3,-2.5,Significantly below average,-4.6,-6,-3.2,Close to average,-0.2,-1.1,0.6,Close to average,0,-1.3,1.3,Significantly below average,-1.6,-2.5,-0.8,Significantly below average,-2.3,-3.5,-1,135070;135073;135951
SP00257,3319,School sponsor,Harris Federation,National Lead,11,642,15.5,42.8,1.2,46,11,2,9,0,0,0,1,6,4,Significantly above average,2.2,1.7,2.7,Significantly above average,2.2,1.4,3,Significantly above average,3,2.5,3.5,Significantly above average,3.4,2.6,4.2,Significantly above average,3.5,3.1,4,Significantly above average,3.9,3.2,4.7,137413;138349;138446;138447;139640;139678;139703;139905;139965;139966;141143
TR01014,3371,Multi-academy trust,Heartwood Church of England Academy Trust,West Midlands,4,56,16.6,19.6,0,0,4,4,0,0,0,0,0,4,0,Close to average,-0.3,-1.9,1.4,Close to average,0.8,-3.3,4.9,Significantly below average,-2,-3.6,-0.4,Close to average,0.2,-3.9,4.2,Close to average,-0.6,-2.1,0.9,Close to average,0.8,-3,4.5,140125;140139;140152;140153
TR01035,3396,Multi-academy trust,The Herefordshire Marches Federation of Academies,West Midlands,3,94,14.5,19.1,1.1,14.9,3,3,0,0,0,0,0,0,3,Significantly above average,2,0.7,3.3,Close to average,0.1,-2.9,3.2,Significantly above average,3.9,2.7,5.2,Significantly above average,4.9,1.9,7.9,Close to average,0.8,-0.4,1.9,Close to average,0.5,-2.3,3.3,136759;136761;136765
TR01126,3502,Multi-academy trust,Hull Collaborative Academy Trust,East Midlands and Humber,5,220,15.4,41.4,1.8,16.8,5,4,1,0,0,0,0,5,0,Significantly above average,2.5,1.6,3.3,Significantly above average,2.1,0.7,3.5,Significantly above average,3.2,2.4,4,Significantly above average,2.4,1.1,3.8,Significantly above average,2.7,2,3.5,Significantly above average,2.4,1.1,3.6,139799;139838;139848;139850;139886
TR02684,3527,Multi-academy trust,Innovate Multi Academy Trust,North West London and South Central,4,163,16.8,15.3,2.5,1.2,4,4,0,0,0,0,4,0,0,Significantly below average,-1.7,-2.7,-0.8,Close to average,-3,-5.6,-0.4,Significantly below average,-3.1,-4,-2.2,Significantly below average,-4.3,-6.9,-1.7,Significantly below average,-2.3,-3.1,-1.4,Significantly below average,-4.4,-6.8,-2.1,
TR01174,3566,Multi-academy trust,John Paul II Multi-academy,West Midlands,3,91,17.7,12.1,0,3.3,3,3,0,0,0,0,1,1,1,Significantly above average,2.3,1,3.6,Close to average,2,-1.9,5.9,Close to average,-0.2,-1.4,1.1,Close to average,-0.5,-4.4,3.3,Significantly above average,2.5,1.4,3.7,Close to average,1,-2.6,4.6,140525;140528;140529
TR01192,3586,Multi-academy trust,The Kemnal Academies Trust,South East and South London,25,1236,14.7,47.6,1.8,20.1,25,6,19,0,0,0,2,8,15,Close to average,0,-0.4,0.3,Close to average,-0.6,-1.1,0,Significantly above average,0.7,0.4,1.1,Close to average,0.2,-0.3,0.8,Close to average,-0.1,-0.4,0.2,Close to average,-0.7,-1.2,-0.2,136599;137136;137529;138001;138049;138050;138071;138402;138434;138436;138438;138453;138618;138645;138648;138972;138994;139021;139070;139273;139639;139683;139958;140411;141199
TR01197,3594,Multi-academy trust,Kent Catholic Schools' Partnership,South East and South London,8,245,16.7,24.5,1.2,14.7,8,7,1,0,0,0,8,0,0,Close to average,0.2,-0.6,1,Close to average,-0.9,-2.5,0.8,Close to average,-0.2,-1,0.6,Close to average,-1.1,-2.7,0.6,Close to average,-0.6,-1.3,0.1,Close to average,-1.7,-3.3,-0.2,140520;140641;140873;140980;141065;141067;141156;141157
TR01202,3603,Multi-academy trust,KESKOWETHYANS Multi Academy Trust,South West,4,31,15.4,9.7,0,0,4,4,0,0,0,0,4,0,0,Close to average,1.2,-1,3.4,Close to average,4.4,-3.1,11.9,Close to average,-1.1,-3.3,1,Close to average,-1.2,-8.6,6.2,Close to average,1.6,-0.4,3.6,Close to average,3.5,-3.4,10.3,140632;140635;140642;140643
TR01262,3670,Multi-academy trust,L.E.A.D. Multi-Academy Trust,East Midlands and Humber,9,332,15.1,51.5,0.3,31,9,6,3,0,0,0,2,7,0,Close to average,-0.6,-1.3,0.1,Close to average,0,-1.1,1,Significantly above average,1.4,0.7,2.1,Significantly above average,1.6,0.5,2.6,Significantly above average,1.1,0.4,1.7,Significantly above average,1.7,0.8,2.7,137443;137525;137526;137550;137786;138999;139232;140303;140544
TR01268,3677,Multi-academy trust,The Laidlaw Schools Trust,North,3,129,14.8,62,0,42.6,3,2,1,0,0,0,1,0,2,Significantly below average,-1.9,-3.1,-0.7,Close to average,-1.7,-3.3,-0.2,Close to average,-0.3,-1.4,0.9,Close to average,-0.2,-1.8,1.3,Significantly below average,-1.9,-3,-0.8,Significantly below average,-2.3,-3.7,-0.9,135423;138212;140788
TR01316,3743,Multi-academy trust,The Lilac Sky Schools Trust,South East and South London,4,165,14.6,47.9,3.6,6.7,4,0,4,0,0,0,3,1,0,Significantly below average,-3.7,-4.7,-2.7,Significantly below average,-4,-5.5,-2.5,Significantly below average,-6.8,-7.8,-5.9,Significantly below average,-7,-8.5,-5.5,Significantly below average,-6.2,-7.1,-5.3,Significantly below average,-6.8,-8.2,-5.4,140338;141099;141122;141190
SP00695,3757,School sponsor,Lion Academy Trust,East of England and North East London,3,264,15,33.3,1.5,79.5,3,1,2,0,0,0,1,1,1,Significantly above average,2.2,1.5,3,Significantly above average,2.3,0.9,3.7,Significantly above average,3,2.3,3.8,Significantly above average,3,1.6,4.4,Significantly above average,2,1.3,2.7,Significantly above average,1.6,0.3,2.9,138690;139724;140405
TR01453,3931,Multi-academy trust,Montsaye Community Learning Partnership,North West London and South Central,5,222,16.2,34.2,2.3,3.2,5,5,0,0,0,0,0,5,0,Significantly below average,-1.1,-1.9,-0.3,Close to average,-1.6,-3.1,-0.1,Close to average,0.4,-0.4,1.3,Close to average,-0.4,-2,1.1,Significantly below average,-0.9,-1.6,-0.1,Close to average,-1.6,-3,-0.2,140054;140059;140073;140074;140094
TR01167,3952,Multi-academy trust,Mowbray Education Trust Limited,East Midlands and Humber,3,98,16.2,16.3,0,1,3,3,0,0,0,0,3,0,0,Close to average,0,-1.2,1.2,Close to average,-0.9,-4.2,2.5,Significantly above average,2.5,1.3,3.7,Close to average,2.5,-0.7,5.7,Significantly above average,1.5,0.3,2.6,Close to average,0.6,-2.5,3.7,140696;140702;140754
TR01499,3991,Multi-academy trust,The Newman Catholic Collegiate,West Midlands,8,209,16.3,28.2,1.9,23,8,8,0,0,0,0,0,8,0,Close to average,-0.1,-1,0.7,Close to average,0.4,-1.3,2.1,Close to average,0.3,-0.5,1.1,Close to average,0.8,-0.9,2.5,Close to average,0.2,-0.6,0.9,Close to average,-0.3,-1.9,1.2,140114;140129;140141;140145;140146;140148;140150;140151
TR01509,4004,Multi-academy trust,Ninestiles Academy Trust Limited,West Midlands,4,210,15.5,63.8,0,48.6,4,2,2,0,0,0,0,3,1,Significantly below average,-4.5,-5.4,-3.7,Significantly below average,-4.1,-5.3,-3,Significantly below average,-4.5,-5.3,-3.6,Significantly below average,-4.5,-5.6,-3.4,Significantly below average,-4.5,-5.2,-3.7,Significantly below average,-4.9,-5.9,-3.8,138194;139183;139378;139631
TR01053,4014,Multi-academy trust,North Carr Collaborative Academy Trust,East Midlands and Humber,3,135,15.6,55.6,1.5,4.4,3,2,1,0,0,0,1,2,0,Significantly above average,2.4,1.4,3.5,Significantly above average,3.2,1.7,4.7,Close to average,0.4,-0.6,1.4,Close to average,0.5,-1,2,Significantly above average,1.4,0.5,2.4,Significantly above average,2.1,0.8,3.5,139511;139512;140275
TR01523,4031,Multi-academy trust,Northampton Primary Academy Trust,North West London and South Central,4,236,15.3,36.9,3,24.2,4,4,0,0,0,0,0,4,0,Significantly below average,-1.4,-2.2,-0.6,Significantly below average,-2.1,-3.6,-0.7,Significantly above average,1.3,0.5,2,Significantly above average,1.3,-0.1,2.8,Significantly below average,-1.7,-2.4,-1,Significantly below average,-2.3,-3.7,-1,138952;138953;138954;138955
TR01527,4036,Multi-academy trust,Northern Education Trust,North,10,453,14,61.6,1.5,31.3,10,2,8,0,0,0,3,5,2,Close to average,-0.1,-0.7,0.5,Close to average,-0.2,-0.9,0.6,Significantly above average,1.2,0.7,1.8,Significantly above average,1.2,0.4,2,Significantly above average,1.2,0.6,1.7,Significantly above average,0.8,0.1,1.5,138399;138675;138995;139229;139270;139959;140072;140172;140519;141189
SP00178,4056,School sponsor,Nottingham Roman Catholic Diocesan Education Service (NRCDES),East Midlands and Humber,8,261,15.7,33,3.1,28,8,5,3,0,0,0,0,2,6,Significantly above average,1.1,0.3,1.9,Close to average,0.4,-1,1.8,Significantly above average,1.7,0.9,2.4,Close to average,1,-0.4,2.4,Significantly above average,0.9,0.2,1.6,Close to average,0.4,-0.9,1.7,138014;138015;138016;138017;138508;138514;138827;139009
TR01553,4076,Multi-academy trust,Oasis Community Learning,National Lead,27,1098,14.9,61.7,1.2,29.4,27,5,22,0,0,0,7,11,9,Close to average,-0.3,-0.7,0.1,Close to average,-0.4,-0.9,0.2,Significantly above average,1,0.6,1.4,Significantly above average,0.7,0.2,1.2,Significantly above average,0.9,0.6,1.3,Significantly above average,0.7,0.3,1.2,135958;135968;137430;137479;138237;138278;138409;138687;138710;139024;139025;139056;139125;139128;139129;139214;139242;139281;140022;140040;140041;140052;140161;140218;140219;140409;140674
SP00560,4105,School sponsor,Ormiston Academies Trust,National Lead,3,125,14.9,45.6,4,8.8,3,1,2,0,0,0,2,1,0,Significantly above average,4.3,3.2,5.4,Significantly above average,3.5,1.7,5.2,Significantly above average,3.2,2.1,4.2,Significantly above average,2.5,0.8,4.2,Significantly above average,2.8,1.8,3.8,Significantly above average,2.4,0.8,4,138846;140016;140374
TR01585,4119,Multi-academy trust,Outwood Grange Academies Trust,National Lead,3,130,16.1,20.8,0.8,3.8,3,2,1,0,0,0,0,3,0,Significantly above average,1.6,0.5,2.6,Close to average,1.1,-1.5,3.6,Significantly above average,6.2,5.1,7.2,Significantly above average,6.1,3.6,8.6,Significantly above average,3.1,2.1,4.1,Close to average,1.8,-0.5,4.1,139080;139108;140085
TR01592,4127,Multi-academy trust,The Painsley Catholic Academy,West Midlands,5,130,16.7,12.3,0.8,6.2,5,5,0,0,0,0,0,0,5,Significantly above average,1.4,0.3,2.4,Close to average,0.9,-2.3,4.2,Significantly above average,1.7,0.7,2.7,Close to average,0.8,-2.4,4,Significantly above average,1.5,0.5,2.5,Close to average,1.3,-1.7,4.2,138723;138724;138725;138726;138727
TR00763,4131,Multi-academy trust,Paradigm Trust,East of England and North East London,3,163,16.7,66.3,4.9,74.8,3,2,0,1,0,0,1,2,0,Close to average,-0.9,-1.9,0.1,Close to average,-1.4,-2.7,-0.2,Significantly above average,1.6,0.7,2.6,Significantly above average,1.4,0.1,2.6,Significantly above average,2.7,1.8,3.6,Significantly above average,2.1,0.9,3.3,138276;140064;140096
TR01619,4161,Multi-academy trust,Pax Christi Catholic Academy Trust,East Midlands and Humber,3,97,16,13.4,1,27.8,3,3,0,0,0,0,0,3,0,Close to average,-0.2,-1.4,1.1,Close to average,1.3,-2.3,4.9,Close to average,-0.5,-1.7,0.7,Close to average,1,-2.6,4.5,Close to average,0,-1.1,1.1,Close to average,2.5,-0.8,5.8,138812;138813;138814
TR01645,4197,Multi-academy trust,The Phoenix Family of Schools Academy Trust,East Midlands and Humber,3,64,13.8,29.7,0,39.1,3,2,1,0,0,0,1,2,0,Close to average,-1.3,-2.9,0.3,Close to average,-2.1,-5.6,1.3,Significantly above average,3,1.5,4.5,Significantly above average,3.3,0.1,6.4,Close to average,0.9,-0.6,2.3,Close to average,-0.5,-3.6,2.7,139191;139192;139266
TR01651,4208,Multi-academy trust,PIONEER ACADEMIES COMMUNITY TRUST (PACT),East Midlands and Humber,3,100,15.9,32,1,0,3,3,0,0,0,0,0,3,0,Close to average,-1,-2.2,0.2,Close to average,0,-2.3,2.3,Close to average,-0.4,-1.6,0.8,Close to average,-0.2,-2.5,2.1,Close to average,-0.8,-1.9,0.3,Close to average,-0.7,-2.8,1.4,139083;139084;139085
TR01656,4214,Multi-academy trust,Plymouth CAST,South West,32,826,15.7,27,2.4,10.7,32,29,3,0,0,0,31,1,0,Significantly above average,0.6,0.2,1.1,Close to average,-0.5,-1.4,0.4,Close to average,-0.2,-0.6,0.2,Close to average,-0.9,-1.8,0,Close to average,0.1,-0.3,0.5,Significantly below average,-1.6,-2.4,-0.8,139394;140676;140695;140705;140726;140730;140739;140743;140745;140749;140755;140756;140757;140761;140762;140763;140764;140765;140766;140767;140768;140770;140772;140773;140774;140775;140776;140777;140778;140780;140784;140785
TR01662,4223,Multi-academy trust,Pontefract Academies Trust,Lancashire and West Yorkshire,6,223,15.2,32.7,2.7,3.1,6,4,2,0,0,0,2,4,0,Significantly below average,-2.5,-3.3,-1.7,Significantly below average,-4.5,-6,-3,Significantly below average,-2.4,-3.2,-1.6,Significantly below average,-3.9,-5.4,-2.4,Significantly below average,-1.9,-2.7,-1.2,Significantly below average,-3.4,-4.8,-2,139499;139502;139503;139504;140023;140337
TR01666,4230,Multi-academy trust,Portsmouth and Winchester Diocesan Academies Trust,South East and South London,3,108,15.5,25.9,2.8,4.6,3,1,2,0,0,0,1,1,1,Close to average,1,-0.1,2.2,Significantly above average,2,-0.5,4.4,Significantly above average,1.6,0.5,2.7,Close to average,1.9,-0.6,4.3,Significantly above average,1.4,0.3,2.4,Close to average,0.6,-1.7,2.8,138509;139644;140760
SP00427,4318,School sponsor,REAch2 Academy Trust,National Lead,29,1476,15.3,45.1,2.3,32.1,29,5,24,0,0,0,14,12,3,Significantly below average,-1,-1.3,-0.6,Significantly below average,-1.2,-1.7,-0.7,Close to average,0.2,-0.1,0.5,Close to average,-0.5,-1,0,Significantly below average,-0.3,-0.6,0,Close to average,-0.6,-1.1,-0.2,136413;137441;138389;138914;138915;139016;139094;139259;139380;139396;139397;139406;139653;139674;139685;139806;140000;140167;140198;140402;140489;140490;140611;140687;140794;141047;141113;141119;141194
TR01880,4477,Multi-academy trust,Schoolsworks Academy Trust,South East and South London,4,290,15.4,26.2,1.4,13.1,4,4,0,0,0,0,1,2,1,Significantly above average,0.9,0.1,1.6,Close to average,-0.1,-1.6,1.4,Close to average,-0.1,-0.8,0.6,Close to average,-0.1,-1.6,1.4,Close to average,0.7,0,1.3,Close to average,0.5,-0.9,1.9,137370;137980;139478;140089;141600
TR01894,4495,Multi-academy trust,Sharnbrook Academy Federation,North West London and South Central,3,387,17.3,10.6,1.8,4.9,3,3,0,0,0,0,1,0,2,Significantly below average,-0.8,-1.5,-0.2,Close to average,-2.1,-4.1,0,Significantly below average,-1.4,-2,-0.8,Significantly below average,-3.3,-5.3,-1.3,Significantly below average,-1.9,-2.5,-1.3,Significantly below average,-3.6,-5.4,-1.7,136471;136472;136475
